"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000184117",178.055225315733,0.386395428179365,0.184541602594546,2.09381203342159,0.0362767277941641,0.0798619538618778
"ENSG00000233080",1.88422449877431,4.09626853893985,1.96359504320953,2.08610657941182,0.036968969858302,0.0810888718424799
"ENSG00000128408",4.47095222542489,2.57455388105251,1.23880838212262,2.07825029133334,0.0376863122253908,0.0823617223543995
"ENSG00000196588",109.138377558143,-0.508458694940852,0.248983759093299,-2.04213598827674,0.0411380439225413,0.0895795811501714
"ENSG00000099940",78.412604768245,0.618862269854573,0.307664496810322,2.0114841857626,0.0442743390623236,0.0960609306009259
"ENSG00000234353",2.72129602619016,3.5538457463327,1.78928715447474,1.98617965676725,0.0470133788732719,0.101636837060563
"ENSG00000244486",24.3422487680643,1.47763365268773,0.745881478969453,1.98105690294027,0.0475848926255968,0.102503657591339
"ENSG00000172250",3.04823616165683,-3.00738690874172,1.54207927106102,-1.95021550783994,0.0511504381871654,0.109614705689867
"ENSG00000128191",147.666632403708,0.536722213786357,0.275330579056085,1.94937378778049,0.0512508024939313,0.109614705689867
"ENSG00000128284",17.9700628841344,1.20418503042843,0.620502199023996,1.94066198689146,0.052299290034155,0.111460543654352
"ENSG00000196622",6.45566917848896,1.87203479173111,0.990262655242216,1.89044268388897,0.0586987793347296,0.124657125018277
"ENSG00000198062",6.27952955637639,1.81661910787918,0.967472254579257,1.87769633628326,0.0604227182100123,0.127866386071188
"ENSG00000100142",82.8305163896438,0.478428507713514,0.257106703984913,1.86081693047408,0.0627700337749008,0.132367685258651
"ENSG00000100280",274.412059894395,-0.311638194693542,0.168122550542002,-1.85363708609504,0.0637910980973634,0.13405052432348
"ENSG00000227895",5.94933357187899,2.00262244485339,1.08706409298855,1.84223033192807,0.0654414654374254,0.136893224373096
"ENSG00000189306",131.906430817919,0.461555847184164,0.25068873535751,1.84115112522282,0.0655994153401857,0.136893224373096
"ENSG00000100416",100.868462188194,0.443232659093697,0.242137660299176,1.83049864505198,0.0671754091988284,0.13969695823009
"ENSG00000186998",12.8712597707316,-1.18120708903282,0.647915008166591,-1.82308956289698,0.0682898271033239,0.141524779617578
"ENSG00000128394",4.3348016810599,2.59419695931069,1.43401251530914,1.80904764192482,0.070443602183686,0.145486614819228
"ENSG00000184436",63.1813545523701,0.535080837314617,0.302686369056211,1.76777315405058,0.0770988346446209,0.158686300073346
"ENSG00000242082",5.14967911391078,-1.8397886655385,1.04221547383167,-1.76526707934452,0.0775188895739412,0.159006322982726
"ENSG00000100395",120.942194497404,-0.427534756608314,0.243817185332046,-1.75350542262257,0.0795152895479181,0.162546561286731
"ENSG00000196934",4.88388111758668,2.00042591188542,1.14934400281176,1.74049362679195,0.0817723781890068,0.166593895903705
"ENSG00000230071",4.10730159300479,2.07702520143595,1.20480214290327,1.7239554342349,0.0847158887602237,0.172007598462481
"ENSG00000260924",5.39987822545859,1.76414786019045,1.02975201449374,1.71317738189399,0.0866799113835992,0.175402783641559
"ENSG00000100422",243.951780314091,-0.312244241243689,0.182615568293298,-1.70984458861796,0.0872946152703583,0.176053905293575
"ENSG00000184058",5.29055800729116,2.064130534449,1.20987826963544,1.70606463993353,0.0879960452079615,0.176874993879548
"ENSG00000241484",16.9887742068064,0.946306936167858,0.56070249249257,1.68771665694066,0.091465632750266,0.183236150943033
"ENSG00000206028",11.4758519296855,-1.41248576353544,0.850611576071727,-1.66055318698876,0.0968032174794562,0.193284829585226
"ENSG00000233388",2.00577523448932,3.05325608609455,1.84753693669433,1.6526089549027,0.0984104744056004,0.195843361317105
"ENSG00000272954",1.40111484394921,3.66238293366051,2.22018347252598,1.64958571171314,0.0990276993534389,0.196421278255501
"ENSG00000100078",6.089178647149,1.55822454284582,0.970218106412076,1.60605592963857,0.108261621747091,0.213462497854126
"ENSG00000244627",23.5734919649633,0.883495622675907,0.550208552442916,1.60574680046903,0.108329553819481,0.213462497854126
"ENSG00000175329",1.32842100187864,3.59339401643447,2.24340268322804,1.60176059487632,0.109208559890945,0.214463529254401
"ENSG00000241527",2.37555715262702,-2.79195546940372,1.74473947970026,-1.60021338537222,0.109551253712315,0.214463529254401
"ENSG00000272821",13.1060870310108,-1.08487799969537,0.678804213295242,-1.598219307492,0.109994178267446,0.214631497203685
"ENSG00000093010",136.925558449331,0.436533522020859,0.273699714047309,1.59493598135585,0.110726552411603,0.215361352748782
"ENSG00000213888",15.9903427618725,-0.893030861590249,0.562829021358894,-1.58668232749284,0.112584610871827,0.217957631283509
"ENSG00000260655",2.59961359040377,2.5026171902094,1.57815070718505,1.5857910013381,0.11278672766917,0.217957631283509
"ENSG00000100372",66.7745818589742,0.51473169410391,0.330467747885158,1.5575852633062,0.119331594289032,0.229866308229835
"ENSG00000182257",11.2340433668879,-1.03523612469603,0.666119346563877,-1.55413009701071,0.120153387389242,0.230709858852826
"ENSG00000128298",11.5978250682485,-1.15454199082364,0.748401417341752,-1.54267745099208,0.122909055600319,0.235249498139465
"ENSG00000230319",10.3907218795281,-1.06350180250399,0.691130982779304,-1.538784729672,0.123856859030479,0.236311023102597
"ENSG00000130487",1.96380931017928,3.02167077084151,1.96799250785204,1.53540765972708,0.124683723394001,0.237135815695552
"ENSG00000230513",7.51378896837991,-1.3839314899355,0.917344613873529,-1.50862769454958,0.131393952678631,0.249109670535828
"ENSG00000079974",68.9483594585372,-0.516605497748085,0.345029638857255,-1.49727860904673,0.134320778455864,0.253857823433882
"ENSG00000128383",1.79859496904602,2.86599131006853,1.9195072955849,1.49308695864854,0.135414425824063,0.255122476239065
"ENSG00000100263",53.8555012893243,0.460029515198763,0.310267461638664,1.48268694618874,0.138157604449119,0.259477250856002
"ENSG00000236499",2.94263075991385,2.28198909019352,1.54137811758647,1.48048623770962,0.138743530798055,0.259765925263649
"ENSG00000185339",33.7389292926814,0.57413330404169,0.389925334778551,1.47241857051365,0.140907881404833,0.262998871814611
"ENSG00000183506",105.604678612135,0.371038511878332,0.252888998658875,1.46719910255499,0.142321901005969,0.264815673388816
"ENSG00000273203",6.1409599851297,-1.31164562522853,0.895485391726697,-1.46473145999555,0.14299419812245,0.265100241435689
"ENSG00000215481",1.70045619869987,2.82481470911172,1.93030490247255,1.46340337502815,0.143357035718135,0.265100241435689
"ENSG00000099899",88.407451835539,0.410045747953299,0.280902194561194,1.45974561926739,0.14435999915507,0.266136072061955
"ENSG00000254413",11.4965500526013,1.28009421181905,0.878970408380353,1.45635643659249,0.145294111634523,0.267039024747242
"ENSG00000159496",20.6651928946374,-0.910528362951502,0.628003558745576,-1.44987771211084,0.147092623582081,0.269520325526923
"ENSG00000100266",160.870409092183,0.296753617889991,0.205315226625154,1.44535611297732,0.148357883968155,0.270996060108245
"ENSG00000243811",11.5004963685763,1.04581936828089,0.724360152304582,1.44378368267991,0.148799833337306,0.270996060108245
"ENSG00000189295",1.70033912983633,2.80301451103974,1.95134894591363,1.43644965033527,0.150874433676492,0.273944213412602
"ENSG00000228274",20.1224367451541,-0.734988111196846,0.515899824783729,-1.42467214735915,0.154251993953271,0.27899684394811
"ENSG00000100294",28.8248461837442,-0.630983596117036,0.443256017499406,-1.42351952642782,0.154585605715009,0.27899684394811
"ENSG00000235513",9.21901021947188,-1.17603664357614,0.830892634443093,-1.41538941955405,0.156954350080078,0.281801309490916
"ENSG00000099956",100.358619094726,0.351246456003577,0.248243926301604,1.4149246720213,0.157090583296274,0.281801309490916
"ENSG00000250479",46.7699390365051,-0.468009356723875,0.331129463146729,-1.41337274030639,0.157546156387601,0.281801309490916
"ENSG00000244723",2.36826702090275,2.24704075653625,1.61505104822405,1.39131252786539,0.164130676508936,0.292707823685076
"ENSG00000205559",2.31560042452259,-2.16087016543117,1.55696103609283,-1.38787684170558,0.165174550801066,0.293697943880001
"ENSG00000269220",1.65962605324402,2.73284765186452,1.97776671829739,1.38178462939105,0.167037839919623,0.295767658657723
"ENSG00000186654",20.5483868667179,0.710610946479772,0.514859304468839,1.38020414569934,0.167523797922202,0.295767658657723
"ENSG00000233903",2.8865060745272,1.9886819085167,1.4418481071055,1.37925895156111,0.167814927790821,0.295767658657723
"ENSG00000187045",2.54816813068905,2.31977488087774,1.69771301491338,1.36641167293878,0.171809787023125,0.301923046786252
"ENSG00000100092",46.6760523422025,0.685209213933324,0.504115615266386,1.35923029000251,0.174073625808119,0.305009472625888
"ENSG00000128262",1.84782757249901,-2.41887322790468,1.79118208196777,-1.35043402469019,0.176876803010296,0.309020228515081
"ENSG00000077935",4.80708565260887,1.5597107382851,1.15984374043809,1.34475937051311,0.17870295485566,0.311305727154353
"ENSG00000239334",6.98333457446227,1.20729861635843,0.906538479401687,1.33176764559982,0.18293655280659,0.317759734788325
"ENSG00000203618",3.96119068401368,5.16393692481366,3.91617145107842,1.31861870434494,0.187296617352628,0.324395582215935
"ENSG00000215012",138.982420334351,0.263213474621999,0.201569549507421,1.30581963032223,0.191613902772191,0.330919412546226
"ENSG00000213707",4.88920124049806,1.34035733929423,1.0284165406082,1.30332145231888,0.192465040219071,0.331436931723959
"ENSG00000100380",580.399602380523,0.160872909266728,0.123689081515562,1.30062336380506,0.193387405774527,0.332073802487117
"ENSG00000272578",43.2702701635524,-0.501885153279016,0.389140775693963,-1.2897264553785,0.197145650779382,0.337442740433669
"ENSG00000184208",42.8398293438313,0.482725235360775,0.37469560359181,1.28831304860105,0.197637012699919,0.337442740433669
"ENSG00000272977",11.4865327648584,-0.890071283562496,0.69538756803648,-1.27996433136665,0.200557680670283,0.34145939400238
"ENSG00000205702",7.76754024130104,-1.21394188905637,0.949886706210696,-1.27798597571604,0.201254371213671,0.34146013365581
"ENSG00000100429",40.4057761472665,0.480374147463597,0.376250872234722,1.27673896039215,0.201694421710171,0.34146013365581
"ENSG00000184470",63.5927512886327,0.382866555403443,0.300756916050141,1.27300997906101,0.203014500795132,0.341962781126314
"ENSG00000099942",475.886268383967,0.170975963223272,0.134599057209092,1.27026122447255,0.203991595421079,0.341962781126314
"ENSG00000273000",25.6132624487449,0.978579783891743,0.770771407914871,1.2696109038853,0.204223263419871,0.341962781126314
"ENSG00000186575",302.698574476909,0.193055724969497,0.152073763394688,1.26948738993488,0.204267285231858,0.341962781126314
"ENSG00000100156",8.11443468656668,-1.01133326719301,0.80450385100943,-1.25708940476054,0.20872126332256,0.348448553491274
"ENSG00000235445",2.43678865468812,-1.80098891495087,1.44175242488457,-1.24916655860319,0.211604160561904,0.352282826863447
"ENSG00000272858",1.45246651056401,2.518903357886,2.03198923920888,1.23962435887047,0.215114366607959,0.357137387655755
"ENSG00000099995",250.706290751788,-0.231990408010439,0.191110240990321,-1.21390882460448,0.224782542732626,0.371450630764894
"ENSG00000169314",5.12466512590619,-1.28968174474618,1.062854280548,-1.21341351147518,0.224971763058937,0.371450630764894
"ENSG00000243902",1.7004485231258,-2.42308827925264,2.00484735238764,-1.20861484859029,0.226810849109077,0.373390247678352
"ENSG00000099910",74.1982045852358,-0.355751496738135,0.294712950391941,-1.20711185668976,0.227389069301626,0.373390247678352
"ENSG00000133488",3.15652769420512,1.6159206085576,1.34558646404755,1.20090432813725,0.22978831516418,0.37630184581382
"ENSG00000205853",3.1654759693869,-1.64103712403502,1.37253221942148,-1.19562739643862,0.231841995410621,0.377701503021794
"ENSG00000099904",92.8523592937321,-0.301333715869016,0.252061063625925,-1.1954790300981,0.231899924484263,0.377701503021794
"ENSG00000232710",8.03563845988772,-1.07406329723243,0.900093013798081,-1.19328033966207,0.232759599580857,0.377713234698648
"ENSG00000241990",8.26284704771693,0.913149204429766,0.765905516514761,1.19224784877518,0.233164076660896,0.377713234698648
"ENSG00000100034",148.570973564834,0.326083575109599,0.273973257327172,1.19020220546634,0.233966926569576,0.377893864035229
"ENSG00000099999",42.8933420128165,-0.47741262146993,0.401604704972895,-1.18876252085282,0.234533130258137,0.377893864035229
"ENSG00000073169",59.5281226384603,-0.462380599746152,0.392390843973456,-1.17836745389867,0.238650146857235,0.383248606793916
"ENSG00000100311",37.2250426593959,-0.469926927622826,0.399204104119295,-1.17715956016924,0.239131826202526,0.383248606793916
"ENSG00000225528",3.1775121427524,1.55145518099941,1.32577746159964,1.17022292649889,0.241911268880016,0.386672001587472
"ENSG00000100206",12.3311159009341,0.9102949316012,0.784823527253823,1.15987212410211,0.246100873712327,0.392325265520181
"ENSG00000205632",5.61041026100831,-1.3996154141394,1.21463151256556,-1.15229631345816,0.249199331354929,0.39621375170453
"ENSG00000224973",5.9333390740212,-1.11349249458761,0.987544579336469,-1.1275364352015,0.259515744698414,0.411527605709095
"ENSG00000215493",7.13254633087022,-0.978462209541194,0.87274936898538,-1.12112622972012,0.262234135134671,0.414043837447877
"ENSG00000266366",4.66583527201629,1.52577165110613,1.36163006087683,1.12054786020485,0.262480369496907,0.414043837447877
"ENSG00000272829",2.36788462553861,-1.64921341762902,1.47659178125872,-1.11690545657998,0.264034751309688,0.414479330871026
"ENSG00000189060",154.347848427789,0.217163901178598,0.194474675845906,1.11666930531701,0.264135746628291,0.414479330871026
"ENSG00000100246",31.150550513204,-0.500951649291804,0.449952524570227,-1.11334334610143,0.265560996753349,0.41563062252282
"ENSG00000100116",45.0209150553098,0.404617779909288,0.368198448313933,1.09891223540492,0.271806349229205,0.424300301004552
"ENSG00000100099",202.253540886723,0.25223590589366,0.231201570212211,1.09097834267364,0.275282412390458,0.4286132897582
"ENSG00000273295",18.6582572482119,0.554331748587792,0.511650960840829,1.08341778089662,0.278623026865446,0.432693641204479
"ENSG00000241717",2.3797165318935,-1.63794781220723,1.54299806945241,-1.06153587916576,0.288446436333772,0.446794608857208
"ENSG00000230736",1.78361680496469,-1.71642592644001,1.6409984445676,-1.04596438352645,0.295577476667647,0.456663402255156
"ENSG00000266175",1.74903662916769,1.95015407701131,1.87734357712384,1.03878379044448,0.298905301697007,0.460620734153594
"ENSG00000184674",39.7417741972567,-0.370743614255515,0.361072050201709,-1.02678569013692,0.304521389026546,0.468075076227504
"ENSG00000237015",4.98281524155831,1.05442651814906,1.04403683998764,1.00995144784503,0.312518552056895,0.479141963740291
"ENSG00000229955",1.81526435553574,1.75826502874261,1.75669536764947,1.00089353061552,0.316878284550743,0.484589946603045
"ENSG00000128271",6.77077766444603,-1.27384625648215,1.28665167896618,-0.990047483174066,0.322150910708023,0.491090741539434
"ENSG00000233603",1.74388158102155,1.79194844179805,1.81225481125022,0.988794970041681,0.322763465737232,0.491090741539434
"ENSG00000227370",1.75452913363176,1.78231834099036,1.81203916897161,0.983598131602133,0.325313144169861,0.493720201126481
"ENSG00000213279",5.63762734694552,0.91623087272016,0.933130756016852,0.981889051252763,0.326154510250538,0.493750278741998
"ENSG00000100101",43.0558181559697,0.389553459834576,0.398740050210847,0.976960953956309,0.328588483265778,0.495870383665715
"ENSG00000229598",4.81978528707723,1.02024470196994,1.04563675249199,0.975716183979252,0.329205129921165,0.495870383665715
"ENSG00000230149",1.71750196797742,1.87742964053188,1.94172364245903,0.966888180933039,0.333599935671489,0.500927979563368
"ENSG00000223843",1.78794142624845,-1.6846335677196,1.74459696358492,-0.965629083899069,0.334229816647106,0.500927979563368
"ENSG00000209482",1.80255122472,1.76597087350009,1.86279132648341,0.948023994095949,0.343117239342617,0.512968808071922
"ENSG00000138942",95.0658017462786,-0.239181509105674,0.254441194672731,-0.940026670654944,0.347203880333944,0.517790402185361
"ENSG00000273145",2.84659869691985,1.36589232273998,1.47009894130005,0.929115914832296,0.352829017564326,0.523176687148021
"ENSG00000178026",24.5561187211833,-0.437706776244941,0.471587709347267,-0.928155606198428,0.353326858779235,0.523176687148021
"ENSG00000260065",16.3803978114263,0.508313966340337,0.547774433473592,0.927962196258367,0.353427179670709,0.523176687148021
"ENSG00000128185",62.130584623133,0.30175446725392,0.327417431316727,0.921620043381313,0.356726799895368,0.526763652916748
"ENSG00000187860",22.2295172433896,-0.505581652403311,0.550499723333516,-0.918404916430825,0.358406917751575,0.527947445021316
"ENSG00000229891",2.78670801866446,-1.23370816768271,1.35298074087488,-0.911844589070021,0.361850534169978,0.531716799599405
"ENSG00000222044",4.85370623613788,-1.06807043619704,1.17827999877844,-0.90646572741992,0.364689397255372,0.53458128719629
"ENSG00000237476",3.51133329748958,-1.23171114670384,1.3756098154972,-0.895392816209774,0.370577139493194,0.541010136708026
"ENSG00000161180",2.16341222525922,1.44715138268244,1.61784322311626,0.894494201913437,0.371057530612756,0.541010136708026
"ENSG00000235989",4.75164479046467,-1.18515282576204,1.32693269651056,-0.893152176352754,0.371775684626314,0.541010136708026
"ENSG00000270041",2.22227067230387,1.40662959558368,1.58016502610208,0.890178919510406,0.373369822033032,0.542017543579353
"ENSG00000100221",188.5544614704,0.220634276763288,0.248384348143618,0.888277697094324,0.374391393586094,0.542190909747572
"ENSG00000184076",113.060081209015,0.22303830051305,0.252752289499508,0.882438299390694,0.377539832056743,0.545436151601208
"ENSG00000100211",24.8767219653757,0.403861310577826,0.461866621484187,0.874411121721758,0.381894402808503,0.550404163280361
"ENSG00000172404",2.423088796374,-1.3313884545851,1.54896899910015,-0.859532021208007,0.390047061400795,0.560809291631287
"ENSG00000273387",6.1511164123839,0.801968797257678,0.937462701040305,0.85546741898929,0.392292433971508,0.562691534169156
"ENSG00000100348",44.8935436986007,0.30620828501212,0.358807021644505,0.853406612860273,0.393433855594847,0.562985112410721
"ENSG00000236850",24.0270292713372,-0.393085271306352,0.462834145051006,-0.849300501074812,0.395714102109715,0.564903029377527
"ENSG00000225335",5.80119547846247,-0.793899697657155,0.941724599423269,-0.843027460622092,0.399213085961376,0.568547546594282
"ENSG00000226450",2.07692009076111,1.34212540527551,1.59645229214969,0.84069246032293,0.400520245515639,0.569060679798815
"ENSG00000273139",2.2407502844214,-1.26377051614915,1.51643549848126,-0.833382308324251,0.404629149227697,0.573542732749636
"ENSG00000272720",12.1906472576792,-0.582613257677135,0.712245937910157,-0.817994496938256,0.413360329570393,0.584540136639544
"ENSG00000218537",8.29152674263782,0.710202468677501,0.877380490548508,0.809457785223269,0.418251875495893,0.590068960500075
"ENSG00000234913",6.492333128017,-0.710916429034961,0.883035683236495,-0.805082334192109,0.420772169346704,0.592234364818195
"ENSG00000236540",11.0610517366323,-0.565346254581913,0.706752350713817,-0.799921293520871,0.423756399806723,0.595041112812712
"ENSG00000177663",75.9504614475998,0.247028385506229,0.31215313148781,0.791369237043441,0.428728556124313,0.600619725479515
"ENSG00000100341",2.08158555487308,-1.28712103559492,1.6344926697127,-0.787474339558317,0.431004244043192,0.602403606209206
"ENSG00000249590",8.30601047073184,0.879358788412826,1.1398962006932,0.771437599211286,0.440447596019772,0.614174026004368
"ENSG00000230701",3.94916471039041,0.851782015289342,1.11173086581983,0.766176456440478,0.44357131512447,0.616087066765591
"ENSG00000099949",185.857085155294,0.186265637280454,0.243641099823335,0.764508276376671,0.444564406480086,0.616087066765591
"ENSG00000100104",67.7146739045442,0.2492648001249,0.326282590631632,0.76395372380231,0.444894820260011,0.616087066765591
"ENSG00000233521",3.12257987672302,1.01865459722244,1.33698197862998,0.761906004347396,0.446116106133658,0.616358114451329
"ENSG00000205634",4.03003104289836,-0.912407195202336,1.21315896917578,-0.752092032771453,0.451995714870209,0.623049139075678
"ENSG00000130489",27.7805458681755,0.362149797899906,0.485676545362637,0.745660463445897,0.455872548107606,0.626955151974076
"ENSG00000234409",2.59388625220758,-0.996803615231386,1.34860828896529,-0.739135020441094,0.459825013332239,0.630458016412991
"ENSG00000100288",63.7633140838948,-0.222636346135809,0.301677375921793,-0.737994837881133,0.460517586032118,0.630458016412991
"ENSG00000260708",9.81924749838551,0.570378052262769,0.778435990083413,0.732723126279979,0.463727315934782,0.633203660919097
"ENSG00000100024",10.0159715984721,0.581940438505824,0.797090328279334,0.730080917882982,0.465340724616663,0.633203660919097
"ENSG00000261251",3.944260132713,-0.880968641523212,1.2076010792825,-0.729519587748832,0.46568389039308,0.633203660919097
"ENSG00000272669",3.76319692729356,0.872506287153852,1.20333754388523,0.725071939779077,0.468407897794612,0.633228971318453
"ENSG00000273137",4.28529360931178,-0.770800658948418,1.06322778964944,-0.724962859748577,0.46847481561932,0.633228971318453
"ENSG00000184381",74.6391258116838,0.209298107689906,0.288954220227805,0.724329644761375,0.468863381425477,0.633228971318453
"ENSG00000100122",2.05344535076416,1.16468687145603,1.61404289977029,0.72159598212773,0.470542910124879,0.634072396827472
"ENSG00000161103",5.66484475148907,0.832919347706332,1.15757685475607,0.719536974399727,0.471810129103709,0.634357690360915
"ENSG00000226328",38.1903845556302,-0.2909639522337,0.409414476952185,-0.710683106273452,0.477280630671021,0.64028048891358
"ENSG00000215498",1.57650440524122,1.3759180564377,1.95002053307365,0.705591573576389,0.480442165981189,0.643086284531614
"ENSG00000100319",26.5658502771694,0.317166451509243,0.451655114945558,0.702231505885799,0.48253480048836,0.64445203354112
"ENSG00000272689",1.83007691340795,1.166698687941,1.67887161085781,0.694930261727928,0.487099006871426,0.649105328447288
"ENSG00000237689",1.75304113415704,-1.18174619017191,1.70851654267282,-0.691679688581281,0.489138505195491,0.650381065536482
"ENSG00000128294",39.4283501802733,0.290486286113331,0.423372544414078,0.686124525423221,0.49263458648369,0.653583634606397
"ENSG00000128283",92.6502780613809,-0.178213699319431,0.268747540369806,-0.663126810664769,0.507249340921317,0.670140992315793
"ENSG00000100109",101.537269658592,-0.1790216068759,0.270026488277452,-0.662977947155894,0.507344678042738,0.670140992315793
"ENSG00000183066",11.8392241787892,-0.473413984043561,0.721876890080923,-0.655809862524469,0.511946469886479,0.674736465793363
"ENSG00000224124",13.0492129151252,-0.435831130873628,0.667206302811318,-0.653217946289213,0.513615782149641,0.675455328384977
"ENSG00000235786",2.96471335739916,-0.819631520487805,1.27748897313082,-0.64159576929974,0.521135680651574,0.683848349501301
"ENSG00000187905",8.57687732022366,-0.528262862251707,0.828293208972739,-0.637772779649934,0.52362160124091,0.685613469162934
"ENSG00000226471",7.04178343718095,0.601704437362042,0.960527098502051,0.626431506513876,0.531031949458988,0.693804786140982
"ENSG00000100147",21.8837123863851,0.308746941392985,0.497519967221933,0.620571960391812,0.534881293343301,0.696576936656251
"ENSG00000233010",2.02069626464796,-1.00164201873615,1.61639898933809,-0.619674984544701,0.535471788244905,0.696576936656251
"ENSG00000203280",6.8479555398885,-0.535676324621012,0.867896160170042,-0.61721246066587,0.537094597837248,0.697178948812497
"ENSG00000188064",14.8142072486727,-0.420011794321804,0.690617586592326,-0.608168402421149,0.543075788949021,0.703423597324055
"ENSG00000223461",4.00372406352239,-0.653147570812435,1.08635566346,-0.601228117808291,0.547688059050055,0.707588384719776
"ENSG00000272582",3.24983883324249,0.779704509596388,1.29996153921564,0.599790444621031,0.548645902295201,0.707588384719776
"ENSG00000223553",2.4480370854175,-0.846455857272015,1.42128144239999,-0.595558227962705,0.551470389280558,0.709708145519519
"ENSG00000202058",305.439869333911,-0.146125778847582,0.246254777811627,-0.593392664890183,0.552918396674309,0.710051188891581
"ENSG00000167077",4.1849268156599,0.662782041998409,1.1246494663714,0.589323217425986,0.555644472976489,0.712030550658572
"ENSG00000249222",2.32551342578705,-0.851801555492255,1.45468347371613,-0.585558006867463,0.558172574939712,0.713748335188865
"ENSG00000184164",49.2180970003106,0.205966142026042,0.352944395764628,0.583565412845928,0.55951273581163,0.713943002596156
"ENSG00000230471",2.39054959357001,0.91892746238203,1.5862981667802,0.579290502646945,0.562393172770232,0.715952528431312
"ENSG00000100387",71.5675632283312,0.159472794544872,0.276050205614136,0.57769489499234,0.563470126369402,0.715952528431312
"ENSG00000249923",3.13011518967518,-0.749018134862467,1.30493893751939,-0.573987114129878,0.565976521155927,0.717620019440321
"ENSG00000100207",281.763388227762,0.0964109835421704,0.169382393822312,0.569191291766185,0.56922632972152,0.720221103500281
"ENSG00000236670",5.52371397918461,0.558493931659178,0.986159779555153,0.566332092666677,0.571168048011287,0.721159657257949
"ENSG00000100401",324.636169712824,-0.0890615835985993,0.159878443562223,-0.557058109988028,0.577487727033124,0.727610322739848
"ENSG00000260613",1.7236539542503,-0.987608391827223,1.78062170539078,-0.554642453721231,0.579139244773374,0.728164615290371
"ENSG00000236003",1.6907091207443,0.935515224538533,1.71733425604259,0.544748479363782,0.585926517286578,0.735160411042241
"ENSG00000225282",2.16316232801905,0.815718117082604,1.515212441355,0.538352309431368,0.590333844320701,0.738022717669749
"ENSG00000272973",1.60765696395236,-1.0488391844595,1.95269272630233,-0.537124541066742,0.59118159006286,0.738022717669749
"ENSG00000100056",55.5937297427332,0.176673798049053,0.329555877690142,0.536096637958212,0.591891763588718,0.738022717669749
"ENSG00000100150",66.0874825501171,0.184411282843204,0.346308947159622,0.532505106656122,0.59437620589505,0.738961736226253
"ENSG00000228599",2.51418742440219,-0.704029670358192,1.32472273047189,-0.531454359590707,0.595103960621475,0.738961736226253
"ENSG00000182841",67.0246081111512,0.14686776221065,0.285301852660696,0.51478026111985,0.606706580201678,0.75181578288909
"ENSG00000183530",292.136469280004,-0.120031406753811,0.23693993101443,-0.50659002997051,0.612442505289353,0.757204477654519
"ENSG00000198089",127.575003211647,-0.110473823001667,0.21877002099406,-0.504976973077435,0.613575009347339,0.757204477654519
"ENSG00000099992",33.1272209802031,0.207673217440657,0.414382796565881,0.501162739287705,0.616256595205311,0.75721896675428
"ENSG00000248405",2.05766018349713,-0.881309316995358,1.76116557120098,-0.500412528729127,0.616784633291742,0.75721896675428
"ENSG00000273366",2.5152788139322,0.708040376206312,1.41725394715621,0.499586102848421,0.617366545273872,0.75721896675428
"ENSG00000273243",2.05215218094273,0.789924667514718,1.6343039347975,0.483340124621676,0.628854254429519,0.769738099617395
"ENSG00000206140",12.1357929706988,-0.314225900472804,0.655716323677034,-0.479210123534415,0.631789153014378,0.771758701141547
"ENSG00000100350",122.425700892488,-0.135681027947227,0.284333207926232,-0.477190226694969,0.633226669918513,0.771945697000054
"ENSG00000177993",14.5920729703713,0.294744915592812,0.626152521574278,0.470723833949853,0.637837961930631,0.77599314801682
"ENSG00000128254",2.28993622462771,-0.736145645171712,1.57718842803099,-0.466745527730468,0.640681952477288,0.777878491795656
"ENSG00000244625",9.58820673328344,0.332231909103199,0.71592360152761,0.464060562320191,0.642604356042844,0.778639552382558
"ENSG00000183569",21.1412112258556,0.24145473689688,0.523076690039968,0.461604849717984,0.644364716120709,0.779201598367296
"ENSG00000184949",38.3400576869546,0.197968174326876,0.432853043240727,0.457356549568667,0.647414789763508,0.781001805070706
"ENSG00000183762",65.5115442146456,0.131836419836187,0.28917001437156,0.455913176622761,0.648452413860703,0.781001805070706
"ENSG00000272216",2.84372928154863,0.738820346048379,1.66382328612401,0.444049769113107,0.657006601719002,0.78972193526624
"ENSG00000230912",1.60018105809243,0.735568093121509,1.66500936457581,0.441780153776437,0.658648301250949,0.790115028047545
"ENSG00000235568",9.92763288036879,0.353797172748245,0.804630664927112,0.439701329031865,0.660153439884208,0.790343062490854
"ENSG00000226287",8.42721698861805,-0.34665114484789,0.794272338989236,-0.436438646836205,0.662518504275338,0.791597656201745
"ENSG00000272836",2.72208864178534,-0.65161170494797,1.50689853310292,-0.432419098322572,0.665436839907605,0.793507025366013
"ENSG00000205643",14.9909693610516,-0.263428983674,0.617224431530206,-0.426796105625492,0.669527843257521,0.794724435889142
"ENSG00000232754",1.49863723576048,0.839033931973477,1.9767024107581,0.424461430009432,0.67122932842296,0.794724435889142
"ENSG00000206176",1.7592288990459,-0.735290269231162,1.74385337968,-0.421646841299289,0.67328281089741,0.794724435889142
"ENSG00000255594",3.55175179975828,1.6017893980891,3.80205703547031,0.42129546799157,0.673539339171543,0.794724435889142
"ENSG00000237977",4.77974399568716,-0.460264899831655,1.0947972703473,-0.420411077281594,0.674185177254376,0.794724435889142
